origin_text_id;text_id;origin_text_en;text_en;label_vader
betull , meresahkan juga sih sbnrnya kalau ada pungli ini . mending tilang elektronik aja;betull resah juga sih sbnrnya kalau ada pungli ini mending tilang elektronik aja;That's right, it's really troubling when there's extortion. just fine electronics;right realli troubl extort fine electron;-1
pemasangan tiang etle;pasang tiang etle;etle pole installation;etl pole instal;0
semoga etle tidak pilih kasih dlm memantau , misal ada pjr yg itu . tuh .;moga etle tidak pilih kasih dlm pantau misal ada pjr yg itu tuh;I hope Etle doesn't show favoritism in monitoring, for example there is a student like that. yeah.;hope etl show favorit monitor exampl student like yeah;1
bule juga ketilang etle , belum bayar bisa dicekal imigrasi;bule juga ketilang etle belum bayar bisa cekal imigrasi;Caucasians are also ticketed by etle, if you haven't paid you can be banned by immigration;caucasian also ticket etl paid ban immigr;-1
dari ribuan pelanggaran etle di kota jambi , kasat lantas ratusan sudah dikirimi surat ke alamat;dari ribu langgar etle di kota jambi kasat lantas ratus sudah kirim surat ke alamat;of the thousands of etle violations in the city of Jambi, literally hundreds have been sent letters to addresses;thousand etl violat citi jambi liter hundr sent letter address;-1
etle sangat efektif dalam membantu petugas dalam menindak pelanggar;etle sangat efektif dalam bantu tugas dalam tindak langgar;Etle is very effective in assisting officers in taking action against violators;etl effect assist offic take action violat;1
oprasi zebra progo 2022 , gunakan tilang electronik , etle statis dan etle mobile patuhi peraturan lalu lintas lengkapi suratsurat anda dan utamakan keselamatan bukan kecepatan ops zebra progo 2022 dilaksanakan mulai 03 oktober s . d 16 oktober 2022;oprasi zebra progo guna tilang electronik etle statis dan etle mobile patuh atur lalu lintas lengkap suratsurat anda dan utama selamat bukan cepat ops zebra progo laksana mulai oktober s d oktober;Operation Zebra Progo 2022, use electronic tickets, Etle Static and Etle Mobile, obey traffic rules, complete your paperwork and prioritize safety over speed, Ops Zebra Progo 2022 will be implemented from 03 October s. d October 16, 2022;oper zebra progo use electron ticket etl static etl mobil obey traffic rule complet paperwork priorit safeti speed op zebra progo implement octob octob;1
jalan ini emang parah rusaknya . apalagi kalo malem agak gelap , trus ada lampu flash etilang , bayangin dah gimana ga stres lewat sini tiap hari ngeri salah ambil jalan kena lubang , musnah ditelan bumi . serem;jalan ini emang parah rusak apalagi kalo malem agak gelap trus ada lampu flash etilang bayangin dah gimana ga stres lewat sini tiap hari ngeri salah ambil jalan kena lubang musnah tel bumi rem;This road is really bad. especially if it's a bit dark at night, then there's an etilang flash light, just imagine how it's not stressful to go through here every day, it's scary to take the wrong road, hit a hole, be destroyed by the earth. scary;road realli bad especi bit dark night etilang flash light imagin stress go everi day scari take wrong road hit hole destroy earth scari;-1
bukan lagi tilang manual , satlantas polrestabes makassar menindak pelanggar lalin lewat etilang tilang;bukan lagi tilang manual satlantas polrestabes makassar tindak langgar lalin lewat etilang tilang;No longer a manual ticket, the Makassar Polrestabes Traffic Unit takes action against traffic violators through a ticket etilang;longer manual ticket makassar polrestab traffic unit take action traffic violat ticket etilang;-1
sosialisasi etle dan app smart city dulur kito di taman kota prabujaya oleh satlantas polres prabumulih .;sosialisasi etle dan app smart city dulur kito di taman kota prabujaya oleh satlantas polres prabumulih;Etle socialization and the Smart City app Dulur Kito at Prabujaya City Park by the Prabumulih Police Traffic Unit.;etl social smart citi app dulur kito prabujaya citi park prabumulih polic traffic unit;1
bisa aja buat bukti tilang . kan emang sekarang udah ga ada tilang manual , jd video itu bisa jd bukti tilang elektronik . malahan skrang dah banyak polisi yg dilengkapi seragam berkamera .;bisa aja buat bukti tilang kan emang sekarang udah ga ada tilang manual jd video itu bisa jd bukti tilang elektronik malah skrang dah banyak polisi yg lengkap seragam kamera;Can you make proof of a ticket? Right now, there are no manual ticketing, so the video can be electronic ticketing evidence. In fact, now there are many police officers who are equipped with uniforms with cameras.;make proof ticket right manual ticket video electron ticket evid fact mani polic offic equip uniform camera;-1
pas ngefoto ngarepe ngono kui , seko nduwur difoto etle . .;pas ngefoto ngarepe ngono kui seko nduwur foto etle;When I was taking pictures, I wanted Ngono Kui to take a photo of Etle. .;take pictur want ngono kui take photo etl;0
jika anda terima pesan pemberitahuan tilang elektronik lewat whatsapp , waspadalah;jika anda terima pesan pemberitahuan tilang elektronik lewat whatsapp waspada;If you receive an electronic ticket notification message via WhatsApp, beware;receiv electron ticket notif messag via whatsapp bewar;0
setau saya sudah mulai berlaku polisi tdk boleh tilang di tempat yaa setelah adanya etle mobil jadi ya bener di video aja sebagai bukti , tinggal kirim surat tilang kerumah;tau saya sudah mulai laku polisi tdk boleh tilang di tempat yaa telah ada etle mobil jadi ya bener di video aja bagai bukti tinggal kirim surat tilang rumah;As far as I know, the police can't get a ticket on the spot, right after the car etle is available, so it's true, just watch the video as proof, all you have to do is send a ticket to your house;far know polic get ticket spot right car etl avail true watch video proof send ticket hous;1
balada etilang stop tilang ditempat , no pungli . untuk mewujudkan polri yang presisi dan menindaklanjuti arahan kapolri jenderal polisi listyo sigit prabowo terkait stop pungli , dirlantas polda jatim kombes pol muhammad taslim chairuddin s . i . k . , m . h;balada etilang stop tilang tempat no pungli untuk wujud polri yang presisi dan menindaklanjuti arah kapolri jenderal polisi listyo sigit prabowo kait stop pungli dirlantas polda jatim kombes pol muhammad taslim chairuddin s i k m h;the ballad of etilang, stopping a ticket on the spot, no extortion. to realize a precise police and to follow up on the direction of the national police chief, general police, listyo sigit prabowo regarding stop extortion, East Java regional police chief of police chief, muhammad taslim chairuddin s. i . k . , m . h;ballad etilang stop ticket spot extort realiz precis polic follow direct nation polic chief gener polic listyo sigit prabowo regard stop extort east java region polic chief polic chief muhammad taslim chairuddin k h;-1
satlantas polres prabumulih sosialisasi etle dan aplikasi smart city dulur kito;satlantas polres prabumulih sosialisasi etle dan aplikasi smart city dulur kito;Satlantas Polres Prabumulih socialization of etle and the Smart City application, Dulur Kito;satlanta polr prabumulih social etl smart citi applic dulur kito;1
baru dua hari diterapkan , etle mobile jaring puluhan ribu pelanggar;baru dua hari terap etle mobile jaring puluh ribu langgar;After only two days of implementation, Etle Mobile netted tens of thousands of violators;two day implement etl mobil net ten thousand violat;-1
ditlantas polda metro jaya launching etle mobile dan 2 aplikasi pelayanan;ditlantas polda metro jaya launching etle mobile dan aplikasi layan;Ditlantas Polda Metro Jaya Launches Etle Mobile and 2 service applications;ditlanta polda metro jaya launch etl mobil servic applic;0
terapkan tilang elektronik , berikut cctv etle yang terpasang disumenep;terap tilang elektronik ikut cctv etle yang pasang disumenep;apply an electronic ticket, along with the etle cctv installed in Sumenep;appli electron ticket along etl cctv instal sumenep;0
kalau menyangkut kasus yg melibatkan mereka hilangkan cctv tp kalau utk masyarakat sipil sampe tilang elektronik cvtv standby terus;kalau sangkut kasus yg libat mereka hilang cctv tp kalau utk masyarakat sipil sampe tilang elektronik cvtv standby terus;when it comes to cases involving them, they eliminate the CCTV, but for civil society, the CVTV electronics are on standby;come case involv elimin cctv civil societi cvtv electron standbi;0
satlantas polrestabes palembang genjar sosialisasikan tilang etle dan aplikasi smart city dulur kito;satlantas polrestabes palembang genjar sosialisasi tilang etle dan aplikasi smart city dulur kito;Satlantas Polrestabes Palembang is keen to disseminate etle tickets and the Smart City application, Dulur Kito;satlanta polrestab palembang keen dissemin etl ticket smart citi applic dulur kito;1
jumlah dakgar lantas selama 1x24 jam yang tercapture oleh kamera etle;jumlah dakgar lantas lama x jam yang tercapture oleh kamera etle;the number of direct recordings for 1x24 hours captured by Etle cameras;number direct record x hour captur etl camera;1
sistem tilang elektronik atau electronic traffic law enforcement etle menjadi fokus utama penilangan di bandar lampung . berikut cara bayar denda tilang etle .;sistem tilang elektronik atau electronic traffic law enforcement etle jadi fokus utama tilang di bandar lampung ikut cara bayar denda tilang etle;the electronic ticketing system or electronic traffic law enforcement is the main focus of ticketing in Bandar Lampung. Here's how to pay a ticket fine.;electron ticket system electron traffic law enforc main focu ticket bandar lampung pay ticket fine;1
kena tilang elektronik baru tau rasa lu .;kena tilang elektronik baru tau rasa lu;got an electronic ticket just know how you feel.;got electron ticket know feel;0
kayak gini kena etle gak ya;kayak gin kena etle gak ya;like this, does it get to Etle or not?;like get etl;1
udah bener tilang elektronik biar ga ada pungli , malah tolol berjamaah pake copotin plat nomor , warga 62 mau nya apa sih;udah bener tilang elektronik biar ga ada pungli malah tolol jamaah pake copotin plat nomor warga mau nya apa sih;It's true that there are electronic tickets so that there are no extortions, instead it's stupid in congregation to take off the number plate, what do the residents of 62 want;true electron ticket extort instead stupid congreg take number plate resid want;-1
tilang elektronik kini mulai dimaksimalkan usai polisi dilarang tilang manual . setidaknya ada tiga jenis kamera etle , antara lain etle statis , etle drone , dan etle mobile .;tilang elektronik kini mulai maksimal usai polisi larang tilang manual tidak ada tiga jenis kamera etle antara lain etle statis etle drone dan etle mobile;electronic tickets are now starting to be maximized after the police were banned from manual ticketing. there are at least three types of etle cameras, namely etle static, etle drone, and etle mobile.;electron ticket start maxim polic ban manual ticket least three type etl camera name etl static etl drone etl mobil;-1
larangan tilang manual , korlantas polri siap maksimalkan peran etle di semua polda;larang tilang manual korlantas polri siap maksimal peran etle di semua polda;ban on manual ticketing, the National Police Traffic Corps is ready to maximize Etle's role in all Polda;ban manual ticket nation polic traffic corp readi maxim etl role polda;-1
tilangetlegunakanfiturpengenalwajahbagipengendaratanpapelatnomor;tilangetlegunakanfiturpengenalwajahbagipengendaratanpapelatnomor;tilangetlegunakanfiturpengenalwajahbagipengendaratanpapelatnomor;tilangetlegunakanfiturpengenalwajahbagipengendaratanpapelatnomor;0
himbauan kepada masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb 1 . pengaduan masyarakat 2 . sim online 3 . pengurusan stnk online 4 . tilang online etle 5 . sp2hp online 6 . skck online;himbauan kepada masyarakat agar mendownload aplikasi super polri app di play store untuk dapat layan online sbb adu masyarakat sim online urus stnk online tilang online etle sphp online skck online;an appeal to the public to download the super police app in the play store to get online services as follows: 1. public complaints 2 . sim online 3 . online stnk management 4 . ticket online etle 5 . sp2hp online 6 . skck online;appeal public download super polic app play store get onlin servic follow public complaint sim onlin onlin stnk manag ticket onlin etl sphp onlin skck onlin;1
49 kamera akan pantautilang elektronik pelanggar lalin di bali;kamera akan pantautilang elektronik langgar lalin di bal;49 cameras will monitor electronic traffic violations in Bali;camera monitor electron traffic violat bali;-1
tak hentihentinya kami ingatkan untuk disiplin berlalulintas yang masih belum paham dengan cara kerja tilang elektronik etle , berikut penjelasannya;tak hentihentinya kami ingat untuk disiplin berlalulintas yang masih belum paham dengan cara kerja tilang elektronik etle ikut jelas;We constantly remind you for traffic discipline who still don't understand how electronic ticketing etle works, along with the explanation;constantli remind traffic disciplin still understand electron ticket etl work along explan;0
nantinya 11 mobil tilang elektronik ini akan patroli muter beberapa jalanan protokol ibu kota serta di jalan tol;nanti mobil tilang elektronik ini akan patroli muter beberapa jalan protokol ibu kota serta di jalan tol;later these 11 electronic ticketed cars will patrol around some of the capital city's protocol streets as well as on toll roads;later electron ticket car patrol around capit citi protocol street well toll road;1
sosialisasi etle di lppl radio suara banyuasin etle merupakan sistem yang akan mencatat , mendeteksi , dan memotret pelanggaran di jalan raya melalui kamera cctv .;sosialisasi etle di lppl radio suara banyuasin etle rupa sistem yang akan catat deteksi dan potret langgar di jalan raya lalu kamera cctv;etle socialization at lppl banyuasin sound radio etle is a system that will record, detect, and photograph violations on the highway through cctv cameras.;etl social lppl banyuasin sound radio etl system record detect photograph violat highway cctv camera;-1
daftar pelanggaran yang belum terjangkau kamera tilang elektronik;daftar langgar yang belum jangkau kamera tilang elektronik;list of violations that have not been covered by electronic ticket cameras;list violat cover electron ticket camera;-1
etle mobile ratarata tilang 250 kendaraan perharinya .;etle mobile ratarata tilang kendara hari;Etle Mobile averages 250 vehicle fines per day.;etl mobil averag vehicl fine per day;0
respon cepat dirlantas jalankan instruksi kapolri , tarik seluruh surat tilang manual direktorat lalu lintas polda metro jaya terus memaksimalkan penggunaan etle statis untuk menindak pelanggar aturan berlalu lintas sendiri;respon cepat dirlantas jalan instruksi kapolri tarik seluruh surat tilang manual direktorat lalu lintas polda metro jaya terus maksimal guna etle statis untuk tindak langgar atur lalu lintas sendiri;quick response dirlantas carry out the instructions of the chief of police, withdraw all manual ticketing directorate of traffic Polda metro jaya continue to maximize the use of static etle to take action against violators of traffic rules themselves;quick respons dirlanta carri instruct chief polic withdraw manual ticket director traffic polda metro jaya continu maxim use static etl take action violat traffic rule;-1
sekarang udah tilang elektronik yaa .;sekarang udah tilang elektronik yaa;now it's an electronic ticket.;electron ticket;0
hallo nawak ngerab yuk cek kendaraan mu apakah kena tilang elektronik atau tidak ya simak infografis diatas ya;hallo nawak ngerab yuk cek kendara mu apakah kena tilang elektronik atau tidak ya simak infografis atas ya;hello nawak ngerab, let's check your vehicle whether you have an electronic fine or not, see the infographic above;hello nawak ngerab let check vehicl whether electron fine see infograph;1
pemberlakuan sistem etle , polres probolinggo kota dapat dukungan dari clubmotor;laku sistem etle polres probolinggo kota dapat dukung dari clubmotor;the implementation of the etle system, the city probolinggo police received support from clubmotor;implement etl system citi probolinggo polic receiv support clubmotor;1
apel pagi polresta serang kota waka satlantas polresta serang kota iptu ade komarudin s . h pimpin pelaksanaan apel pagi berukan informasi terkait adanya tilang elektronik di wilayah kota serang , pada kamis 15 desember 2022 .;apel pagi polresta serang kota waka satlantas polresta serang kota iptu ade komarudin s h pimpin laksana apel pagi beru informasi kait ada tilang elektronik di wilayah kota serang pada kamis desember;Morning call Polresta Serang Kota Waka Satlantas Polresta Serang Iptu City Ade Komaruddin S. h lead the implementation of the morning gathering to collect information regarding the existence of electronic tickets in the city of Serang, on Thursday 15 December 2022.;morn call polresta serang kota waka satlanta polresta serang iptu citi ade komaruddin h lead implement morn gather collect inform regard exist electron ticket citi serang thursday decemb;0
mekanisme etle electronic traffic law enforcement seperti yang telah kita ketahui , mulai tanggal 14 november 2022 sat lantas polres bengkulu selatan akan memberlakukan penindakan pelanggaran lalu lintas dengan etle electronic traffic law enforcement;mekanisme etle electronic traffic law enforcement seperti yang telah kita tahu mulai tanggal november sat lantas polres bengkulu selatan akan laku tindak langgar lalu lintas dengan etle electronic traffic law enforcement;Etle Electronic Traffic Law Enforcement Mechanism As we all know, starting November 14, 2022, the South Bengkulu Police will enforce traffic violations with Etle Electronic Traffic Law Enforcement;etl electron traffic law enforc mechan know start novemb south bengkulu polic enforc traffic violat etl electron traffic law enforc;-1
polda metro jaya menyiapkan 10 kamera etle mobile untuk ruas jalan di ibu kota yang belum terjangkau atau terpasang etle statis .;polda metro jaya siap kamera etle mobile untuk ruas jalan di ibu kota yang belum jangkau atau pasang etle statis;Polda Metro Jaya has prepared 10 ETL mobile cameras for roads in the capital city that have not been reached or have ETL static installed.;polda metro jaya prepar etl mobil camera road capit citi reach etl static instal;1
sambut baik kebijakan tilang elektronik , kompolnas edukasi masyarakat tertib berlalulintas;sambut baik bijak tilang elektronik kompolnas edukasi masyarakat tertib berlalulintas;welcome the electronic ticket policy, Kompolnas educates the public about orderly traffic;welcom electron ticket polici kompolna educ public orderli traffic;1
stop tilang manual , dirlantas polda sulbar maksimalkan tilang etle mobile;stop tilang manual dirlantas polda sulbar maksimal tilang etle mobile;Stop manual ticketing, the West Sulawesi Regional Police will maximize the Etle Mobile ticket;stop manual ticket west sulawesi region polic maxim etl mobil ticket;-1
ipda kanit regident beserta camat dan personil didampingi personil pataka sat lantas melaksanakan giat sosialisasi etle dan aplikasi smart city banyuasin dulur kito kepada seluruh lurah dan kepala desa;ipda kanit regident serta camat dan personil damping personil pataka sat lantas laksana giat sosialisasi etle dan aplikasi smart city banyuasin dulur kito kepada seluruh lurah dan kepala desa;Ipda head regident along with sub-district heads and personnel accompanied by pataka sat personnel then carry out active socialization of etle and the Banyuasin Dulur Kito smart city application to all village heads and village heads;ipda head regid along sub district head personnel accompani pataka sat personnel carri activ social etl banyuasin dulur kito smart citi applic villag head villag head;1
fotoen ae kirimen ke etle gawe aturan dilanggar dewe begitu dilanggar ono ae alasane;fotoen ae kirimen ke etle gawe atur langgar dewe begitu langgar ono ae alasane;fotoen ae sent to etle gawe the rules were violated by dewe when they were violated ono ae reasone;fotoen ae sent etl gaw rule violat dew violat ono ae reason;-1
satlantas polres blitar kota efektifkan 3 etle dan 1 incar;satlantas polres blitar kota efektif etle dan incar;Satlantas Polres Blitar Kota effective 3 Etle and 1 target;satlanta polr blitar kota effect etl target;1
ya hrsnya kan tinggal di tilang elektronik saja , kenapa hrs di rusakboleh emang ngerusak gitu;ya hrsnya kan tinggal di tilang elektronik saja kenapa hrs di rusakboleh emang ngerusak gitu;Yes, the electronic ticket should only stay, why should it be damaged?;ye electron ticket stay damag;-1
polda metro siapkan 10 unit kendaraan etle mobile;polda metro siap unit kendara etle mobile;Polda Metro has prepared 10 units of Etle Mobile vehicles;polda metro prepar unit etl mobil vehicl;1
bos gw dapet surat tilang etle katanya lari 120 di tol cikampek km 23 trus barusan dia bingung itu di bawah ngapain gw lewat bawah ya kynya salah ni , gw ga pernah lewat bawah semenjak ada mbz apalagi cuman lari 120 , biasa 160 minimal 140 gws;bos gw dapet surat tilang etle kata lari di tol cikampek km trus barusan dia bingung itu di bawah ngapain gw lewat bawah ya kynya salah ni gw ga pernah lewat bawah semenjak ada mbz apalagi cuman lari biasa minimal gws;My boss got an etle ticket, he said he ran 120 on the Cikampek toll road km 23, then he was confused, why am I going under, I think I'm wrong, I've never been under since there was a mbz, let alone only run 120, usually 160, at least 140 gws;boss got etl ticket said ran cikampek toll road km confus go think wrong never sinc mbz let alon run usual least gw;-1
tak punya sim , dicatat dalam database tilang elektronik;tak punya sim catat dalam database tilang elektronik;do not have a sim, recorded in the electronic ticket database;sim record electron ticket databas;0
imigrasi imbau masyarakat yang sewakan kendaraan ke wna berhatihati kantor imigrasi kelas i khusus tpi batam bersama polda kepulauan riau lakukan integrasi data etilang dengan sistem manajemen informasi keimigrasian simkim;imigrasi imbau masyarakat yang sewa kendara ke wna berhatihati kantor imigrasi kelas i khusus tpi batam sama polda pulau riau laku integrasi data etilang dengan sistem manajemen informasi imigrasi simkim;Immigration urges people who rent vehicles to WNA to be careful Class I Immigration Office especially TPI Batam together with the Riau Islands Police to integrate etilang data with the Simkim Immigration Information Management System;immigr urg peopl rent vehicl wna care class immigr offic especi tpi batam togeth riau island polic integr etilang data simkim immigr inform manag system;1
kamera tilang elektronik bakal dibuat lebih canggih , bisa diteksi pengendara yang tak punya sim;kamera tilang elektronik bakal buat lebih canggih bisa teks kendara yang tak punya sim;Electronic ticket cameras will be made more sophisticated, so they can be detected by drivers who don't have a SIM;electron ticket camera made sophist detect driver sim;1
polda metro jaya ingatkan janji pemprov dki soal 70 kamera etle;polda metro jaya ingat janji pemprov dki soal kamera etle;Polda Metro Jaya reminds the DKI Pemprov promise about 70 etle cameras;polda metro jaya remind dki pemprov promis etl camera;1
apel pagi polresta serang kota waka satlantas polresta serang kota iptu ade komarudin s . h pimpin pelaksanaan apel pagi berukan informasi terkait adanya tilang elektronik di wilayah kota serang , kamis 15122022 .;apel pagi polresta serang kota waka satlantas polresta serang kota iptu ade komarudin s h pimpin laksana apel pagi beru informasi kait ada tilang elektronik di wilayah kota serang kamis;Morning call Polresta Serang Kota Waka Satlantas Polresta Serang Iptu City Ade Komaruddin S. h led the implementation of the morning gathering to gather information regarding the existence of electronic tickets in the city of Serang, Thursday 15122022.;morn call polresta serang kota waka satlanta polresta serang iptu citi ade komaruddin h led implement morn gather gather inform regard exist electron ticket citi serang thursday;0
balada etilang stop tilang ditempat , no pungli;balada etilang stop tilang tempat no pungli;the ballad of etilang stopping a ticket on the spot, no extortion;ballad etilang stop ticket spot extort;-1
sampaikan instruksi kapolri soal maksimalkan tilang elektronik , kapolda lampung sambangi polresta;sampai instruksi kapolri soal maksimal tilang elektronik kapolda lampung sambang polresta;convey the instructions from the chief of police regarding maximizing electronic ticketing, the regional police chief of Lampung visited the police;convey instruct chief polic regard maxim electron ticket region polic chief lampung visit polic;0
etle ya yap kronologi duls . mereka nilang nya gimana;etle ya yap kronologi duls mereka nilang nya gimana;etle ya yap chronology duls . how do they figure it out?;etl ya yap chronolog dul figur;0
raka sir aavi cmnt karo chho ena krta aavi tweetu karvanu bandh kar dyo etle janta sukhi rye;raka sir aavi cmnt karo chho ena krta aavi tweetu karvanu bandh kar dyo etle janta sukhi rye;raka sir aavi cmnt karo chho ena krta aavi tweetu karvanu bandh kar dyo etle janta sukhi rye;raka sir aavi cmnt karo chho ena krta aavi tweetu karvanu bandh kar dyo etl janta sukhi rye;0
akhirnya kapolri tegas menangani masalah pungli dlm tilang ini dgn etilang polisi tak lagi boleh melakukan tilang manual akan mencegah pungli terjadi;akhir kapolri tegas tangan masalah pungli dlm tilang ini dgn etilang polisi tak lagi boleh laku tilang manual akan cegah pungli jadi;finally the chief of police is firm in dealing with the problem of extortion in this traffic ticket with etilang the police are no longer allowed to issue manual ticketing which will prevent extortion from happening;final chief polic firm deal problem extort traffic ticket etilang polic longer allow issu manual ticket prevent extort happen;-1
di jalan protokol pwdd dah dipasang etle , itu blitz kameranya heboh banget kalo lewat berasa dijepret ama banyak paparazzi .;di jalan protokol pwdd dah pasang etle itu blitz kamera heboh banget kalo lewat asa jepret ama banyak paparazzi;on the road the pwdd protocol has been installed etle, the camera flash is really excited when you pass by it feels like you're being snapped by lots of paparazzi.;road pwdd protocol instal etl camera flash realli excit pass feel like snap lot paparazzi;1
lima titik baru kamera etle di kota bengkulu , jangan melanggar;lima titik baru kamera etle di kota bengkulu jangan langgar;five new point camera etle in bengkulu city, don't violate;five new point camera etl bengkulu citi violat;1
voice msg muk etle badhu thayi jashe;voice msg muk etle badhu thayi jashe;voice msg muk etle badhu thayi jashe;voic msg muk etl badhu thayi jash;0
polisi akan uji coba penindakan pelanggaran lalu lintas menggunakan tilang elektronik bergerak etle mobile di wilayah jakarta . uji coba dilaksanakan besok .;polisi akan uji coba tindak langgar lalu lintas guna tilang elektronik gerak etle mobile di wilayah jakarta uji coba laksana besok;The police will try to prosecute traffic violations using the Etle Mobile mobile electronic ticket in the Jakarta area. trials will be held tomorrow.;polic tri prosecut traffic violat use etl mobil mobil electron ticket jakarta area trial held tomorrow;-1
penerapan etle kepada instansi terkait dan masyarakat kota pagar alam;terap etle kepada instansi kait dan masyarakat kota pagar alam;application of etle to related agencies and the people of Pagar Alam City;applic etl relat agenc peopl pagar alam citi;0
selamat pagi sobat polri sumenep nih ada info lagi terkait etleelectronic traffic law enforcement . selalu patuhi peraturan lalu lintas ya sobat polri dan mari ciptakan jawa timur tertib berlalu lintas .;selamat pagi sobat polri sumenep nih ada info lagi kait etleelectronic traffic law enforcement selalu patuh atur lalu lintas ya sobat polri dan mari cipta jawa timur tertib lalu lintas;good morning Sumenep National Police friends, here's more info regarding electronic traffic law enforcement. always obey the traffic rules, friends, police and let's create an orderly traffic in East Java.;good morn sumenep nation polic friend info regard electron traffic law enforc alway obey traffic rule friend polic let creat orderli traffic east java;1
sobat polri , inilah mekanisne e t l e alias tilang elektronik;sobat polri ini mekanisne e t l e alias tilang elektronik;Police friends, this is the e-mail mechanism, aka electronic ticketing;polic friend e mail mechan aka electron ticket;1
kalau mau pake alat ini semua jukir yg berdekatan areanya dengan alat ini mending ditiadakan . ngurus keluar masuk parkir sendiri . polisi yg jalan2 kalo ga ada tiket langsung tilang elektronik;kalau mau pake alat ini semua jukir yg dekat area dengan alat ini mending tiada ngurus keluar masuk parkir sendiri polisi yg jalan kalo ga ada tiket langsung tilang elektronik;if you want to use this tool, it's better if all the workers who are adjacent to the area use this tool to abolish it. take care of your own parking in and out. the police who go for walks, if there are no tickets, they will immediately fine the electronic ticket;want use tool better worker adjac area use tool abolish take care park polic go walk ticket immedi fine electron ticket;1
polda metro jaya beberkan kelemahan sistem tilang elektronik;polda metro jaya kan lemah sistem tilang elektronik;Polda Metro Jaya explained the weaknesses of the electronic fine system;polda metro jaya explain weak electron fine system;-1
akhir desember , tiga kamera etle di badung selesai dan siap beroperasi;akhir desember tiga kamera etle di badung selesai dan siap operasi;At the end of December, three Etle cameras in Badung were completed and ready to operate;end decemb three etl camera badung complet readi oper;1
polri bakal menggunakan fitur pengenal wajah atau face recognition untuk menilang para pengendara tanpa pelat menggunakan kamera tilang etle .;polri bakal guna fitur kenal wajah atau face recognition untuk tilang para kendara tanpa pelat guna kamera tilang etle;The National Police will use the facial recognition feature to fine motorists without plates using an Etle ticket camera.;nation polic use facial recognit featur fine motorist without plate use etl ticket camera;1
sy kena tilang elektronik tgl 12 okt , sdh konfirmasi ke website etle korlantas tgl 17 okt sdh ada resinya tp sd skrg sy blm dpt kejelasan tahap selanjutnya , klo sesuai info akan di email atau wa kode bayar tilang . tp sd skrg gak ada . mohon dibantu cc .;sy kena tilang elektronik tgl okt sdh konfirmasi ke website etle korlantas tgl okt sdh ada resi tp sd skrg sy blm dpt jelas tahap lanjut klo sesuai info akan di email atau wa kode bayar tilang tp sd skrg gak ada mohon bantu cc;I got an electronic ticket on the 12th of October, I confirmed it on the Etle Korlantas website on the 17th of October and there is a receipt, but until now I haven't been able to get clarity on the next steps, if the information is appropriate, I will email or wa the ticket payment code. but now it's not there. please help cc.;got electron ticket th octob confirm etl korlanta websit th octob receipt abl get clariti next step inform appropri email wa ticket payment code pleas help cc;-1
sejak 1 dersember , 750 kendaraan terjerat etle di padang;sejak dersember kendara jerat etle di padang;Since December 1, 750 vehicles have been trapped in the desert;sinc decemb vehicl trap desert;-1
contoh jawab , mobil plat bxxyz tsb pd tgl jam lokasi menerobos lampu merah lampu lalu lintas karena sangat membahayakan untuk membantu instansi terkait sbg penilangan dan data dari etle , terimakasih sudah mengkonfirmasi;contoh jawab mobil plat bxxyz tsb pd tgl jam lokasi terobos lampu merah lampu lalu lintas karena sangat bahaya untuk bantu instansi kait sbg tilang dan data dari etle terimakasih sudah konfirmasi;Example answer, the car with the bxxyz plate on the date of the location broke through a red traffic light because it was very dangerous to help the relevant agencies as a ticket and data from etle, thank you for confirming;exampl answer car bxxyz plate date locat broke red traffic light danger help relev agenc ticket data etl thank confirm;-1
mun masrakat dilibatkan dina proses tilang elektronik dengan basis komisi sigana pendapatan negara diluar pajak bakal naik . foto2 dan video di facebook foto prfmnews tos ngabutikeun kemampuan masrakat dina ngarekam pelanggaran dan keluhan2;mun masrakat libat dina proses tilang elektronik dengan basis komisi sigana dapat negara luar pajak bakal naik foto dan video di facebook foto prfmnews tos ngabutikeun mampu masrakat dina ngarekam langgar dan keluh;However, the public is involved in the electronic ticketing process on the basis of a sigana commission, state revenue outside of taxes will increase. photos and videos on facebook photo prfmnews tos mentions the ability of the community to record violations and complaints;howev public involv electron ticket process basi sigana commiss state revenu outsid tax increas photo video facebook photo prfmnew to mention abil commun record violat complaint;-1
pertama kali dapat surat etilang;pertama kali dapat surat etilang;the first time I got an etilang letter;first time got etilang letter;0
giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih , senin 24 oktober 2022 .;giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih senin oktober;active campaigning and dissemination of electronic traffic law enforcement to the people of Prebumulih City, Monday 24 October 2022.;activ campaign dissemin electron traffic law enforc peopl prebumulih citi monday octob;1
kamera etle mobile di atap mobil dinas patroli polisi lalu lintas polda metro jaya memiliki lensa yang menghadap ke bagian depan dan belakang .;kamera etle mobile di atap mobil dinas patroli polisi lalu lintas polda metro jaya milik lensa yang hadap ke bagi depan dan belakang;The Etle Mobile camera on the roof of the Metro Jaya Police Traffic Police Patrol Service car has a lens that faces the front and rear.;etl mobil camera roof metro jaya polic traffic polic patrol servic car len face front rear;0
